Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-4/duplicates/RSQ_160b_sorted_q10_mrkDup.bam
ENSG00000285801	0
ENSG00000219682	0
ENSG00000262400	0
ENSG00000217805	1
ENSG00000219681	0
KATNBL1P5	0
ENSG00000216718	0
ENSG00000213972	0
CARMIL1	375
RNU6-987P	0
ENSG00000286933	0
SCGN	0
PRELID1P2	0
H2AC1	0
H2BC1	0
H2BC2P	0
H2AC2P	0
SLC17A4	5
SLC17A1	0
SLC17A3	11
H2AC3P	0
H2BP5	0
SLC17A2	0
TRIM38	341
ENSG00000272558	0
ENSG00000272462	3
ENSG00000272810	0
H3P26	0
H1-1	0
H3C1	163
H4C1	58
H4C2	573
H3C2	1867
H2AC4	133
H2BC3	518
H2AC5P	0
H3C3	802
H1-2	4136
HFE	150
H4C3	728
H1-6	56
H2BC4	12310
H2AC6	59845
H1-4	3537
ENSG00000289117	3
H2BC5	1373
ENSG00000283064	13
LARP1P1	0
H2BC6	187
H4C4	232
H1-12P	0
ENSG00000282988	58
H3C4	0
H2AC7	0
H2BC7	2240
ENSG00000217275	99
H4C5	579
H2BC8	601
H2AC8	3062
H3C5P	0
H3C6	8
H2AC9P	0
H1-3	289
H4C6	291
H4C7	0
H3C7	298
H2BC9	3031
H3C8	222
H2AC10P	0
H2BC10	151
H4C8	1052
ENSG00000289447	0
H3C9P	3
ENSG00000287050	0
BTN3A2	2608
BTN2A2	42
BTN3A1	420
BTN2A3P	0
BTN3A3	195
BTN2A1	117
BTN1A1P1	0
BTN1A1	0
RNU6-502P	0
HCG11	196
HMGN4	561
ENSG00000284607	0
ABT1	64
ENSG00000275846	0
ENSG00000271071	0
ZNF322	33
ENSG00000285571	0
ENSG00000261584	0
GUSBP2	5
POM121L6P	0
LINC00240	0
ENSG00000272312	0
ENSG00000287966	0
VN1R12P	0
VN1R13P	0
VN1R11P	0
RNU2-62P	0
ENSG00000272468	92
H2BC11	5809
H2AC11	3218
H4C9	247
H2BC12	23561
H2AC12	214
MIR3143	0
RPL10P2	0
PRSS16	0
ENSG00000270935	0
POM121L2	0
VN1R10P	0
ZNF204P	5
ZNF391	16
ENSG00000271755	2
MCFD2P1	0
ZNF184	104
ENSG00000285849	0
ENSG00000286652	0
ENSG00000285703	0
ENSG00000278332	0
ENSG00000270666	0
HNRNPA1P1	0
CD83P1	0
RNU6-471P	0
RPL8P1	0
ENSG00000287674	0
LINC01012	1
GPR89P	0
ENSG00000287252	10
RSL24D1P1	3
H4C10P	11
H2BC13	83
H2AC13	219
H3C10	15513
H2AC14	568
H2BC14	327
H4C11	46
H4C12	150
H2AC15	310
H2BC15	1627
H2BC16P	6
H2AC16	1025
H1-5	819
H3C11	429
H4C13	214
H3C12	166
H2AC17	85
H2BC17	423
RNU7-26P	0
OR2B2	0
OR2W6P	0
OR2B6	75
RPLP2P1	0
OR2W4P	0
IQCB2P	0
ZSCAN16-AS1	654
OR2W2P	7
OR2B7P	0
OR2B8P	0
OR1F12	0
ENSG00000272009	0
ZNF165	3
ZSCAN12P1	0
ZSCAN16	35
ZNF602P	0
ENSG00000261839	0
ZKSCAN8	174
ZKSCAN8P1	2
ENSG00000280107	0
ZNF603P	0
ZKSCAN8P2	0
TOB2P1	0
ZSCAN9	5
ZKSCAN4	35
NKAPL	3
ZSCAN26	86
ENSG00000276302	0
PGBD1	19
ENSG00000273712	0
SMIM15P2	0
ZSCAN31	25
ENSG00000289467	0
ZKSCAN3	26
ZSCAN12	61
RNU2-45P	0
ZSCAN23	3
COX11P1	0
OR2E1P	0
ENSG00000287804	0
ENSG00000286819	2
GPX6	0
GPX5	0
ZBED9	0
ZBED9-AS1	1
ENSG00000271440	0
ENSG00000287279	0
LINC00533	0
RPSAP2	0
NOP56P1	0
ENSG00000225173	0
LINC01623	0
RPL13P	0
ZNF90P2	0
HCG14	9
TRIM27	248
RNU6-930P	0
LINC01556	0
KRT18P1	0
RN7SL471P	1
HCG15	0
ENSG00000244349	0
ZNF311	22
OR2AD1P	0
ENSG00000277661	0
OR2W1	0
OR2P1P	0
SAR1AP1	0
OR2B3	0
OR2J1	0
OR2J3	0
ENSG00000227206	0
ENSG00000203492	0
ENSG00000284656	0
OR2J2	0
OR2J4P	0
OR2H4P	0
ENSG00000197171	0
OR2G1P	0
OR2U1P	0
OR2U2P	0
OR14J1	1
DDX6P1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR12D1	0
OR11A1	0
OR10C1	0
ENSG00000277881	0
OR2H1	0
UBDP1	0
MAS1LP1	0
ENSG00000289203	0
MAS1L	0
RPS17P1	0
LINC02829	0
LINC01015	0
GPR53P	0
OR2I1P	50
UBD	1
GABBR1	59
OR2H5P	0
TMEM183AP1	0
SNORD32B	0
RPL13AP	0
OR2H2	0
SUMO2P1	17
MOG	12
ZFP57	260
ZDHHC20P1	6
HLA-F	905
ENSG00000225864	1
HLA-F-AS1	0
RPL23AP1	0
MICE	5
HCG9P5	0
IFITM4P	0
ENSG00000272236	0
ENSG00000285761	0
ENSG00000270896	0
HLA-V	0
HCG4	0
HLA-P	0
RPL7AP7	0
MICG	0
HLA-G	5
HCG4P8	0
ENSG00000285799	0
HCP5B	0
ENSG00000230521	5
HLA-H	306
HLA-T	0
DDX39BP1	0
MCCD1P1	0
HCG4B	0
HLA-K	5
HLA-U	33
HLA-A	16443
ENSG00000227766	0
HLA-W	0
MICD	24
HCG9	6
ZNRD1ASP	336
DDX39BP2	0
MCCD1P2	0
HLA-J	0
ENSG00000237669	0
ETF1P1	0
ENSG00000278104	0
ENSG00000275856	0
POLR1H	44
ENSG00000278773	0
PPP1R11	476
RNF39	13
TRIM31	0
TRIM31-AS1	0
ENSG00000252228	1
TRIM40	254
TRIM10	300
TRIM15	41
TRIM26	359
PAIP1P1	0
HCG17	0
TRIM26BP	0
HLA-L	63
ENSG00000280128	60
HCG18	110
TRIM39	32
TRIM39-RPP21	0
RPP21	1
HLA-N	0
ENSG00000224486	0
UBQLN1P1	1
MICC	0
ENSG00000286301	0
ENSG00000288805	4
TMPOP1	1
SUCLA2P1	0
RANP1	0
HLA-E	69911
LINC02569	206
GNL1	489
PRR3	49
ABCF1	1131
MIR877	0
PPP1R10	419
MRPS18B	188
ATAT1	12
PTMAP1	1
C6orf136	184
DHX16	517
PPP1R18	2526
NRM	91
RPL7P4	0
MDC1	280
MDC1-AS1	0
TUBB	3854
ENSG00000272540	0
FLOT1	1472
IER3-AS1	1
IER3	51
HCG20	0
RN7SL353P	0
LINC00243	22
LINC02570	0
RN7SKP186	0
DDR1-DT	0
DDR1	0
MIR4640	0
GTF2H4	0
ENSG00000288473	0
VARS2	0
SFTA2	0
MUCL3	0
HCG21	0
NAPGP2	0
MUC21	0
MUC22	0
HCG22	0
RNU6-1133P	0
C6orf15	0
PSORS1C1	2
CDSN	0
PSORS1C2	0
POLR2LP1	0
CCHCR1	36
TCF19	266
POU5F1	3
PSORS1C3	0
ENSG00000272501	135
HCG27	6
ENSG00000271821	0
ENSG00000255726	0
ENSG00000255899	0
HLA-C	18860
ENSG00000288813	28
USP8P1	8
RPL3P2	5
WASF5P	0
LINC02571	0
ENSG00000229836	0
HLA-B	22865
MIR6891	0
ENSG00000271581	4
DHFRP2	0
ENSG00000285647	4
RNU6-283P	0
FGFR3P1	0
ZDHHC20P2	0
HLA-S	0
ENSG00000272221	15
MICA	15
ENSG00000288587	0
LINC01149	0
ENSG00000233902	0
HCP5	417
MICB-DT	1
MICB	67
ENSG00000256851	2
PPIAP9	0
RPL15P4	0
MCCD1	0
DDX39B	8
ATP6V1G2-DDX39B	0
SNORD117	0
SNORD84	0
DDX39B-AS1	0
ATP6V1G2	7
NFKBIL1	29
ENSG00000289406	5
LTA	53
TNF	61
LTB	521
LST1	1680
NCR3	25
UQCRHP1	0
AIF1	3051
ENSG00000289375	0
PRRC2A	1213
SNORA38	0
ENSG00000289282	0
MIR6832	0
BAG6	480
APOM	3
C6orf47	88
C6orf47-AS1	0
GPANK1	104
CSNK2B	133
ENSG00000263020	0
LY6G5B	0
LY6G5C	462
ABHD16A	127
ENSG00000204422	1
MIR4646	0
LY6G6F	785
LY6G6F-LY6G6D	10
LY6G6E	1051
LY6G6D	0
MPIG6B	52830
LY6G6C	10
DDAH2	269
CLIC1	3749
MSH5	2
MSH5-SAPCD1	0
RNU6-850P	0
SAPCD1	0
SAPCD1-AS1	0
VWA7	0
VARS1	183
LSM2	78
HSPA1L	19
HSPA1A	185
ENSG00000289637	0
HSPA1B	34
ENSG00000285565	0
SNHG32	118
SNORD48	0
SNORD52	0
NEU1	29
SLC44A4	2
EHMT2-AS1	0
EHMT2	355
C2	1
ZBTB12	1
ENSG00000244255	0
C2-AS1	0
CFB	0
NELFE	193
MIR1236	0
SKIV2L	66
DXO	3
STK19	58
C4A	0
C4A-AS1	0
CYP21A1P	0
TNXA	5
STK19B	61
C4B	0
C4B-AS1	0
CYP21A2	0
TNXB	94
RNA5SP206	0
ENSG00000284829	0
ENSG00000286974	0
ATF6B	254
FKBPL	1
PRRT1	2
ENSG00000285085	0
ENSG00000284954	9
PPT2	28
PPT2-EGFL8	1
EGFL8	11
AGPAT1	3395
MIR6721	0
RNF5	331
MIR6833	0
AGER	12
ENSG00000273333	0
PBX2	692
GPSM3	2300
NOTCH4	15
TSBP1-AS1	4
TSBP1	0
HNRNPA1P2	2
RNU6-603P	0
BTNL2	0
HLA-DRA	1095
HLA-DRB9	0
HLA-DRB5	138
RNU1-61P	0
HLA-DRB6	0
HLA-DRB1	294
HLA-DQA1	185
HLA-DQB1	294
HLA-DQB1-AS1	1
MTCO3P1	0
ENSG00000232080	0
HLA-DQB3	0
HLA-DQA2	0
MIR3135B	0
HLA-DQB2	0
HLA-DOB	4
ENSG00000250264	0
TAP2	151
PSMB8	1231
PSMB8-AS1	187
PSMB9	1145
TAP1	151
PPP1R2P1	20
ENSG00000289559	0
ENSG00000289047	47
HLA-Z	0
HLA-DMB	28
ENSG00000248993	0
HLA-DMA	187
BRD2	1595
ENSG00000223837	0
ENSG00000263756	0
HLA-DOA	73
HLA-DPA1	974
HLA-DPB1	1279
RPL32P1	2
HLA-DPA2	0
COL11A2P1	0
HLA-DPB2	0
HLA-DPA3	0
HCG24	0
COL11A2	2
RXRB	34
RNY4P10	149
SLC39A7	96
HSD17B8	23
ENSG00000288751	0
MIR219A1	0
RING1	90
ZNF70P1	0
HTATSF1P1	0
ENSG00000272217	0
HCG25	0
VPS52	70
RPS18	4673
B3GALT4	77
WDR46	164
MIR6873	0
PFDN6	68
MIR6834	0
RGL2	49
ENSG00000289100	6
TAPBP	478
ZBTB22	27
DAXX	461
ENSG00000285064	0
SMIM40	0
MYL12BP3	0
LYPLA2P1	0
RPL35AP4	0
KIFC1	42
RPL12P1	0
PHF1	146
CUTA	296
SYNGAP1	108
SYNGAP1-AS1	0
MIR5004	0
ZBTB9	40
GGNBP1	0
RN7SL26P	0
BAK1	74
LINC00336	0
ITPR3	119
UQCC2	82
MIR3934	0
IP6K3	0
LEMD2	60
MLN	0
ENSG00000287089	0
LINC01016	4
ENSG00000271362	0
ENSG00000233183	0
MIR7159	0
MIR1275	0
GRM4	0
KRT18P9	0
CYCSP55	2
ENSG00000288879	2
HMGA1	450
MIR6835	0
SMIM29	56
ENSG00000225339	0
RPL35P2	0
NUDT3	1218
RPS10-NUDT3	0
RPS10	4
PACSIN1	18
SPDEF	0
IFITM3P3	0
ILRUN	1585
RPL7P25	0
RN7SL200P	3
ENSG00000220643	0
ILRUN-AS1	402
ENSG00000186328	0
ENSG00000217130	1
SNRPC	527
UHRF1BP1	1096
RNY3P15	0
TAF11	176
ANKS1A	405
HSPE1P11	0
ENSG00000286550	0
ENSG00000273870	4
TCP11	1
SCUBE3	1
ENSG00000272374	4
ZNF76	67
ENSG00000217004	0
DEF6	552
PPARD	93
MKRN6P	0
FANCE	18
RPL10A	1341
MIR7111	0
TEAD3	1
TULP1	0
ENSG00000228559	0
ENSG00000219023	2
ENSG00000289456	8
FKBP5	905
ENSG00000218749	0
ENSG00000287458	0
ENSG00000212579	0
MIR5690	0
ENSG00000232909	0
ARMC12	0
ENSG00000288747	0
ENSG00000220734	0
CLPSL2	3
CLPSL1	0
CLPS	0
LHFPL5	0
SRPK1	358
SLC26A8	5
DPRXP2	0
MAPK14	1184
ENSG00000237719	0
MAPK13	68
BRPF3-AS1	8
BRPF3	186
PNPLA1	5
BNIP5	5
ETV7	20
ETV7-AS1	0
PXT1	11
KCTD20	7845
RN7SL502P	0
STK38	2956
RN7SL748P	1
SRSF3	861
MIR3925	0
RNU1-88P	1
PANDAR	0
LAP3P2	0
CDKN1A	3552
DINOL	1
RAB44	17
ENSG00000220349	0
CPNE5	2687
ENSG00000285888	0
ENSG00000287891	0
PPIL1	56
C6orf89	149
ENSG00000232598	0
PI16	0
MTCH1	224
FGD2	303
COX6A1P2	4
RPL12P2	0
PIM1	1006
TMEM217	0
ENSG00000286105	0
TBC1D22B	116
ENSG00000275550	1
ENSG00000286672	4
RNF8	617
RN7SL273P	0
CMTR1	141
CCDC167	49
LINC02520	0
ENSG00000229559	0
ENSG00000227920	0
MIR4462	0
ENSG00000279942	0
MDGA1	17
ZFAND3-DT	1
ZFAND3	4571
RN7SL285P	0
RNVU1-33	0
ENSG00000218521	0
BTBD9	111
ENSG00000200706	0
BTBD9-AS1	0
TFGP1	0
GLO1	139
DNAH8-DT	0
DNAH8	3
RN7SL465P	0
ENSG00000219273	0
ENSG00000212586	0
DNAH8-AS1	0
ENSG00000220076	0
ENSG00000220556	0
GLP1R	2
SAYSD1	66
ANKRD18EP	26
KCNK5	22
KCNK17	0
KCNK16	0
KIF6	4
ENSG00000218986	0
E2F4P1	0
RNU1-54P	0
DAAM2	1
ENSG00000281969	7
DAAM2-AS1	3
MOCS1	10
TUBBP9	0
ENSG00000180211	7
ENSG00000227131	0
TDRG1	0
LINC00951	0
ENSG00000226070	0
LRFN2	0
RNU6-250P	0
ENSG00000236075	0
ENSG00000226454	0
ENSG00000237947	0
UNC5CL	3
OARD1	389
TSPO2	8
APOBEC2	0
NFYA	262
ENSG00000287678	0
ADCY10P1	29
TREML1	12653
TREM2	0
TREML2	118
TREML3P	123
TREML4	8
RNA5SP207	1
TREML5P	0
ENSG00000274256	0
ENSG00000278745	0
TREM1	182
ENSG00000218809	0
RNU6-643P	0
RPL32P15	0
NCR2	0
ENSG00000279284	0
ENSG00000280371	0
FOXP4-AS1	0
LINC01276	0
FOXP4	52
MIR4641	0
MDFI	0
NPM1P51	0
TFEB	126
ENSG00000231102	0
PGC	0
ENSG00000269387	0
FRS3	10
ENSG00000124593	14
PRICKLE4	0
TOMM6	0
USP49	57
ENSG00000268745	0
ENSG00000288721	4
ENSG00000206977	0
ENSG00000227516	0
MED20	80
BYSL	57
CCND3	8087
RNU6-761P	0
ENSG00000223946	0
TAF8	310
C6orf132	12
GUCA1ANB	0
GUCA1A	0
GUCA1B	0
ENSG00000289216	0
MRPS10	311
TRERF1	189
ENSG00000237107	0
UBR2	2035
RNU6-890P	0
PRPH2	1
ATP6V0CP3	0
TBCC	82
BICRAL	1245
RPL7L1	413
C6orf226	3
ENSG00000288010	9
PTCRA	2917
ENSG00000287825	164
CNPY3	1077
ENSG00000231113	72
RPL24P4	4
GNMT	0
PEX6	49
PPP2R5D	135
MEA1	1657
KLHDC3	226
RRP36	189
ENSG00000272223	0
RN7SL403P	0
CUL7	21
KLC4	35
ENSG00000288564	0
MRPL2	27
KLC4-AS1	0
PTK7	96
SRF	429
CUL9	145
ENSG00000245261	0
DNPH1	106
TTBK1	1
SLC22A7	0
CRIP3	4
ZNF318	319
RPL12P47	0
ENSG00000220614	6
RPS2P28	0
ENSG00000226558	0
ENSG00000287055	0
ENSG00000287266	0
ABCC10	15
MIR6780B	0
DLK2	8
RNU6-1113P	0
TJAP1	78
LRRC73	0
POLR1C	20
YIPF3	637
ENSG00000271754	1
XPO5	478
ENSG00000219470	3
ENSG00000252218	0
POLH	59
POLH-AS1	1
GTPBP2	1624
MAD2L1BP	129
RSPH9	111
MRPS18A	112
ENSG00000218107	0
ENSG00000236961	0
VEGFA	50
ENSG00000272114	0
ENSG00000283573	0
LINC02537	0
ENSG00000223469	0
LINC01512	0
SCIRT	2
ENSG00000289609	316
C6orf223	5
ENSG00000231881	0
ENSG00000183239	2
ENSG00000287562	7
MRPL14	124
TMEM63B	391
CAPN11	86
RN7SL811P	0
MYMX	0
SLC29A1	67
HSP90AB1	4913
SLC35B2	19
MIR4647	0
NFKBIE	87
TMEM151B	1
ENSG00000272442	0
TCTE1	2
AARS2	27
SPATS1	0
CDC5L	999
MIR4642	0
ENSG00000237530	0
ENSG00000279076	0
ENSG00000286417	0
SUPT3H	58
NUDT19P4	0
ENSG00000276156	0
RBM22P4	0
ENSG00000219384	0
MIR586	0
RUNX2	145
ENSG00000271857	0
RUNX2-AS1	0
CLIC5	397
RNU6-754P	0
ENSG00000231769	12
ENPP4	114
ENPP5	3
ACTG1P9	0
RCAN2	31
ENSG00000226541	0
RCAN2-DT	0
CYP39A1	0
SLC25A27	1
ENSG00000242973	0
TDRD6	0
PLA2G7	61
ANKRD66	0
ENSG00000236164	0
MEP1A	7
ADGRF5	129
ADGRF5-AS1	0
ADGRF1	16
TNFRSF21	27
B3GNTL1P2	0
ENSG00000287485	1
CD2AP-DT	0
CD2AP	2172
ENSG00000216813	0
ADGRF2	6
ADGRF4	0
RN7SKP116	0
ENSG00000226594	0
ENSG00000216616	0
OPN5	1
RNU1-105P	10
PTCHD4	13
ENSG00000286811	0
HNRNPA3P4	0
RBMXP1	0
ENSG00000278736	0
ENSG00000287137	0
ENSG00000271162	0
ENSG00000218337	0
ENSG00000274867	0
ENSG00000217631	0
RNU7-65P	0
EEF1A1P42	0
MMUT	101
CENPQ	21
GLYATL3	0
C6orf141	3
CYP2AC1P	0
RHAG	64
CRISP2	1
ENSG00000235122	3
ENSG00000279127	0
CRISP3	0
PGK2	0
ENSG00000226707	0
CRISP1	0
DEFB133	0
DEFB114	0
DEFB113	0
DEFB110	0
DEFB112	0
ENSG00000226733	0
ENSG00000286405	0
ENSG00000233470	0
ENSG00000230472	0
TFAP2D	2
TFAP2B	0
RPS17P5	2
ENSG00000216913	0
FTH1P5	8
ENSG00000270306	0
ENSG00000232702	4
ENSG00000212532	0
ENSG00000214641	0
ENSG00000228689	0
PKHD1	8
RN7SL580P	0
MIR206	0
LINCMD1	1
MIR133B	0
IL17A	0
IL17F	0
SLC25A20P1	0
MCM3	410
PAQR8	23
EFHC1	79
ENSG00000289276	0
TRAM2	74
TRAM2-AS1	132
ENSG00000270382	0
ENSG00000216775	0
TMEM14A	42
GSTA8P	0
SREK1IP1P2	0
GSTA7P	0
GSTA2	0
GSTA12P	0
GSTA1	247
GSTA6P	102
GSTA5	0
GSTA11P	0
GSTA10P	0
GSTA3	0
GSTA9P	0
ENSG00000288014	0
GSTA4	18
RN7SK	0
CILK1	152
ENSG00000288614	0
FBXO9	2046
ENSG00000288646	0
RN7SL244P	0
ENSG00000261745	0
GCM1	2
RNU6-464P	0
SOD1P1	0
ENSG00000218713	0
RNU1-136P	0
HMGB1P20	21
ELOVL5	1043
MIR5685	0
RPS16P5	0
ENSG00000271367	0
RPL31P28	0
RPL31P33	0
RPA3P2	0
ENSG00000271338	0
RN7SKP256	0
NANOGP3	0
GCLC	225
ENSG00000249379	0
ENSG00000231683	1
LINC01564	0
KLHL31	1
ENSG00000227885	9
LRRC1	17
ENSG00000271218	0
MLIP	0
ENSG00000236740	0
MLIP-AS1	0
MLIP-IT1	0
ERHP2	0
ENSG00000287745	0
TINAG	0
TINAG-AS1	0
CLNS1AP1	0
RPL10P10	0
RPSAP44	0
KRASP1	0
RNU6-1023P	0
ENSG00000224984	0
FAM83B	0
ENSG00000261116	0
HCRTR2	0
GFRAL	0
HMGCLL1	0
ENSG00000220725	0
BMP5	0
NPM1P36	0
COL21A1	6
DHFRP6	0
ENSG00000227602	0
RCC2P7	0
DST	717
DST-AS1	0
RPL17P26	0
RNU6-626P	0
BEND6	18
OSTCP6	0
FTH1P15	7
MRPL30P1	0
KIAA1586	1042
ZNF451	1493
ZNF451-AS1	0
BAG2	75
RAB23	259
PRIM2	167
MIR548U	0
ENSG00000266579	0
ENSG00000272541	0
ENSG00000286723	0
ENSG00000271761	0
ENSG00000272316	14
GUSBP4	0
ENSG00000283352	0
POM121L14P	0
LINC00680	16
ENSG00000225096	0
GAPDHP15	0
ENSG00000216687	0
RBBP4P4	0
ENSG00000275046	0
PRIM2BP	2
GAPDHP41	0
ENSG00000275773	0
ENSG00000287598	0
ENSG00000274844	0
RBBP4P3	0
ENSG00000220030	0
MTRNR2L9	16
KHDRBS2-OT1	70
KHDRBS2	144
ENSG00000287679	0
DHFRP5	0
ENSG00000217067	0
ENSG00000262566	0
ENSG00000217477	0
FKBP1C	10
SPTLC1P3	0
ENSG00000218520	0
LGSN	0
ENSG00000218617	0
ENSG00000218274	0
ENSG00000218048	0
EEF1B2P5	0
PTP4A1	12
RPL7AP34	0
ENSG00000266680	0
ENSG00000285976	0
ENSG00000262651	0
RPL9P18	0
PHF3	1839
EYS	0
ENSG00000218813	0
SCAT8	3
GCNT1P4	0
ENSG00000232120	0
HNRNPDP2	0
ENSG00000243828	0
ENSG00000214558	7
SLC25A51P1	0
ADH5P4	0
NUFIP1P1	0
ENSG00000270521	1
RNU7-66P	0
ENSG00000212229	0
ENSG00000271111	0
RNA5SP208	0
RNU6-280P	0
ENSG00000227706	5
ENSG00000286680	0
ENSG00000287557	0
ENSG00000270509	0
ENSG00000285838	1
ENSG00000223504	0
ENSG00000286564	0
LINC02549	0
ENSG00000288088	0
ENSG00000218834	0
ADGRB3-DT	1
ADGRB3	4
ENSG00000288712	0
ENSG00000289611	0
LMBRD1	859
NPM1P37	1
GAPDHP42	0
COL19A1	12
RPL37P15	0
COL9A1	1
ENSG00000253809	0
ENSG00000287300	0
ENSG00000237643	0
FAM135A-AS1	0
FAM135A	124
RNU7-48P	0
SDHAF4	75
ENSG00000271967	0
ENSG00000232389	8
SLC25A6P6	0
SMAP1	649
ENSG00000262803	0
NDUFAB1P1	0
B3GAT2	0
ENSG00000287939	0
BECN1P2	0
LYPLA1P3	0
RNU6-411P	0
ENSG00000232295	0
ENSG00000287380	3
ENSG00000276127	0
OGFRL1	1493
ENSG00000269966	0
ENSG00000230597	0
LINC00472	0
MIR30C2	0
ENSG00000279289	0
MIR30A	0
LINC01626	0
ENSG00000285963	0
ENSG00000219575	0
KRT19P1	0
RNU4-66P	0
RIMS1	26
ENSG00000218732	0
ENSG00000217483	0
ENSG00000181514	0
KCNQ5-DT	0
KCNQ5	145
MIR4282	0
KNOP1P4	0
PGAM1P10	0
KCNQ5-AS1	2
RBPMS2P1	0
KHDC1P1	0
ENSG00000243501	0
KHDC1L	0
KHDC1	0
KHDC1-AS1	1
RPSAP41	0
EIF3EP1	0
SDCBP2P1	0
PAICSP3	0
DPPA5	0
KHDC3L	1
OOEP	0
OOEP-AS1	0
RPL39P3	59
RPS6P8	1
DDX43	39
CGAS	131
MTO1	167
RNU6-975P	0
RN7SL827P	1
EEF1A1	34674
EEF1A1-AS1	0
ENSG00000223967	0
ENSG00000289286	0
SLC17A5	425
RPS27P15	0
CD109-AS1	24
CD109	958
ENSG00000279790	0
TXNP7	0
ENSG00000223786	0
FAM136FP	0
ENSG00000272243	0
ENSG00000218483	0
ENSG00000224583	0
ENSG00000219736	0
COL12A1	9
COX7A2	264
TMEM30A	600
TMEM30A-DT	0
FILIP1	49
HMGB1P39	0
ENSG00000237174	0
MIR4463	0
ENSG00000238156	0
UBE2V1P15	0
RNU1-34P	6
RPL26P20	0
H3P27	0
RNU6-1338P	0
SENP6	4838
ENSG00000217488	0
RNU6-1016P	0
RN7SKP163	0
ENSG00000285401	0
MYO6	219
RNU6-155P	0
RNA5SP209	0
IMPG1	2
RNU6-248P	0
RNU6-261P	0
LINC02540	0
RNU6-84P	0
ENSG00000280511	0
ENSG00000231762	0
ENSG00000271945	0
ENSG00000276064	0
HTR1B	0
RPS6P7	0
MEI4	0
ENSG00000230309	0
ENSG00000229495	0
IRAK1BP1	46
PHIP	1853
ENSG00000217512	0
ENSG00000286340	12
HMGN3	322
HMGN3-AS1	10
ENSG00000220154	0
LCAL1	0
ENSG00000217786	0
ENSG00000218029	0
ENSG00000262048	0
ENSG00000231533	13
DBIP1	0
LCA5	391
ENSG00000287811	272
ENSG00000261970	0
ENSG00000272137	6
ENSG00000279659	0
SH3BGRL2	61423
LINC01621	0
ENSG00000220918	0
ENSG00000285586	0
ENSG00000233835	0
ELOVL4	0
ENSG00000287816	0
GAPDHP63	2
RPL35AP18	0
TTK	118
ENSG00000288071	0
ENSG00000218418	123
AK4P5	0
BCKDHB	211
ENSG00000272129	0
RPL17P25	0
ENSG00000279022	0
ENSG00000233967	0
ENSG00000260645	0
RPSAP72	13
ENSG00000181705	0
ENSG00000216352	0
TENT5A	216
ENSG00000226089	0
ENSG00000277797	0
RNA5SP210	0
ENSG00000232031	0
ENSG00000219702	0
LINC01526	0
LINC02542	0
ENSG00000260574	0
IBTK	955
RNU6-130P	0
ENSG00000220537	0
ENSG00000286875	0
TPBG	14
UBE3D	22
LAP3P1	0
ENSG00000227215	0
DOP1A	241
PGM3	70
RWDD2A	7
ME1	791
ENSG00000219951	0
PRSS35	0
SNAP91	0
ENSG00000237874	0
ENSG00000287705	0
RIPPLY2	0
CYB5R4	965
ENSG00000228679	0
LINC02857	0
MRAP2	16
CEP162	3101
LINC01611	0
SMARCE1P2	0
TBX18	0
TBX18-AS1	0
ENSG00000219604	0
ENSG00000287294	1
ENSG00000216523	0
ENSG00000220291	0
ENSG00000216902	0
ENSG00000217060	0
KRT18P64	0
LINC02535	0
DUTP5	0
TPT1P6	0
NT5E	26
ENSG00000280232	0
SNX14	55
ENSG00000271793	0
SYNCRIP	407
SNHG5	15
PKMP3	0
SNORD50B	0
ENSG00000217334	1
SMIM11P1	0
RNU4-72P	7
ENSG00000218766	0
ENSG00000288021	6
RNU4-12P	0
RPL7P27	0
RAB1AP2	0
NDUFA5P9	0
ENSG00000219500	0
RN7SL643P	1
ENSG00000218561	0
ENSG00000219190	0
ENSG00000217769	10
ENSG00000220240	0
HTR1E	0
RPL7P29	0
MTHFD2P2	0
ENSG00000217776	0
RN7SKP209	0
CGA	0
RCN1P1	0
ENSG00000272008	0
ZNF292	1804
ENSG00000218313	0
GJB7	0
HSPD1P10	0
SMIM8	132
C6orf163	77
ENSG00000279616	0
CFAP206	0
ENSG00000213204	3
ENSG00000216324	0
ENSG00000218793	0
ST13P16	0
SLC35A1	16
RNU6-444P	0
RARS2	510
ORC3	269
AKIRIN2	6867
ENSG00000238628	0
RN7SL183P	7
ENSG00000271114	0
ENSG00000286278	0
SPACA1	0
CNR1	0
ENSG00000279565	0
ENSG00000234426	0
ENSG00000220131	0
ACTBP8	12
ENSG00000286871	0
RNGTT	308
SNORA73	0
ENSG00000280277	0
ENSG00000220130	0
ENSG00000220960	2
RNU2-61P	0
PNRC1-DT	0
PNRC1	3205
RN7SL336P	2
SRSF12	1
ENSG00000288009	0
PM20D2	32
GABRR1	0
GABRR2	0
TUBB3P1	0
UBE2J1	5305
RRAGD	222
NACAP7	0
ANKRD6	64
RN7SL11P	3
ENSG00000237027	0
LYRM2	120
MDN1	774
MDN1-AS1	0
DNAJC19P6	0
PIMREGP3	0
CASP8AP2	840
RPL22P14	0
ENSG00000219240	0
GJA10	0
BACH2	134
ENSG00000226455	0
RN7SKP110	0
ENSG00000287789	0
ENSG00000218730	0
ENSG00000260271	3
MIR4464	0
MAP3K7	573
ENSG00000224605	0
MIR4643	0
CASC6	0
