Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-4/duplicates/RSQ_169b_sorted_q10_mrkDup.bam
LINC00970	0
RPL29P7	0
ENSG00000287282	0
RNA5SP66	0
ENSG00000237707	0
ATP1B1	74
ENSG00000289466	0
NME7	31
ENSG00000235575	0
BLZF1	1327
CCDC181	0
SLC19A2	0
ENSG00000234604	0
ENSG00000213062	0
F5	83
SELP	4074
C1orf112	481
SELL	1012
SELE	0
ENSG00000230704	0
METTL18	28
SCYL3	100
RN7SL333P	0
ENSG00000288139	0
KIFAP3	1026
RN7SL269P	0
MRPS10P1	0
ENSG00000232959	0
SIGLEC30P	0
NTMT2	0
MIR3119-1	0
MIR3119-2	0
LINC01681	0
ISCUP1	0
LINC01142	0
HAUS4P1	0
GORAB-AS1	6
GORAB	100
ENSG00000225545	0
ENSG00000235303	0
PRRX1	0
ENSG00000271811	0
ENSG00000231424	0
MROH9	0
ENSG00000226552	0
FMO3	0
MIR1295A	0
MIR1295B	0
FMO6P	0
FMO2	97
ENSG00000225243	0
FMO1	2
HMGB1P11	0
FMO4	0
TOP1P1	0
SRP14P4	0
GM2AP2	0
CYCSP53	0
PRRC2C	17480
MYOCOS	0
MYOC	0
PFN1P1	2
RPL4P3	0
VAMP4	542
ENSG00000232261	0
ENSG00000271459	0
ENSG00000236741	0
ENSG00000253060	0
METTL13	302
ENSG00000213060	0
DNM3	16772
ENSG00000224600	0
DNM3-IT1	0
DNM3OS	0
MIR214	0
MIR3120	0
MIR199A2	0
ENSG00000287336	55
RNU6-157P	0
PIGC	255
C1orf105	0
SUCO	1500
RNU6-693P	0
FASLG	163
SLC25A38P1	0
ENSG00000279061	0
ENSG00000224228	33
AIMP1P2	0
ENSG00000224000	0
TNFSF18	0
GOT2P2	0
ENSG00000226375	86
TNFSF4	1904
ENSG00000232751	0
ENSG00000231615	0
PRDX6-AS1	76
PRDX6	9174
SLC9C2	24
ENSG00000238272	0
ENSG00000285777	0
ANKRD45	0
TEX50	0
ENSG00000289426	0
KLHL20	115
ENSG00000225591	0
RN7SKP160	0
CENPL	6
DARS2	127
GAS5	289
GAS5-AS1	0
ZBTB37	285
SERPINC1	0
RNA5SP67	0
RC3H1	1437
RNA5SP68	0
RC3H1-IT1	0
RC3H1-DT	0
RPL30P1	0
RABGAP1L-DT	0
RABGAP1L	35129
ENSG00000237317	0
GPR52	0
BANF1P4	0
NDUFAF4P4	0
ENSG00000237249	0
RABGAP1L-IT1	0
ENSG00000235869	0
RABGAP1L-AS1	0
ENSG00000289425	0
RNU6-307P	0
ENSG00000287697	0
CACYBP	1683
MRPS14	374
ENTR1P2	0
TNN	0
KIAA0040	757
ENSG00000230687	0
RPS29P4	0
ENSG00000260990	0
TNR	0
TNR-IT1	0
LINC01657	0
LINC02803	0
RPS29P5	0
COP1	748
SCARNA3	0
ENSG00000228686	0
COP1-DT	71
U7	0
ENSG00000232463	0
RNU2-12P	0
ENSG00000227815	0
ENSG00000231020	0
MORF4L1P7	0
PAPPA2	14
PTP4A1P7	0
ENSG00000286754	0
ASTN1	6
MIR488	0
BRINP2	0
LINC01645	0
ENSG00000227579	0
LINC01741	0
SEC16B	0
CRYZL2P-SEC16B	0
CRYZL2P	106
ENSG00000276563	0
RASAL2-AS1	0
RASAL2	316
ENSG00000270575	0
ENSG00000213058	0
CLEC20A	9
ENSG00000285910	0
TEX35	0
C1orf220	0
RNA5SP69	0
ENSG00000273384	0
MIR4424	0
RALGPS2-AS1	0
RALGPS2	1402
PTPN2P1	0
ANGPTL1	0
ENSG00000289432	0
FAM20B	923
ENSG00000232750	0
TOR3A	122
ABL2	100
ENSG00000234041	0
SETP10	0
ENSG00000212338	0
ENSG00000201619	0
EIF4A1P11	0
ENSG00000225711	0
COX5BP8	0
ENSG00000228191	0
SOAT1	0
AXDND1	0
MEF2AP1	0
HNRNPA1P54	0
ENSG00000261250	0
NPHS2	0
RNU5F-2P	0
ENSG00000227141	0
ENSG00000261060	0
TDRD5	0
ENSG00000243062	0
FAM163A	0
ENSG00000229407	0
LINC02818	0
TOR1AIP2	604
ENSG00000272906	0
TOR1AIP1	252
RN7SL230P	0
ENSG00000261831	0
ENSG00000260360	0
CEP350	3353
RPSAP16	0
ENSG00000223450	0
ENSG00000261817	0
QSOX1	222
LHX4	0
ACBD6	541
VDAC1P4	0
MIR3121	0
OVAAL	0
XPR1	561
LINC02816	0
KIAA1614	0
ENSG00000243155	0
KIAA1614-AS1	58
ENSG00000251520	0
ENSG00000270711	0
STX6	1160
MR1	117
ENSG00000289589	0
IER5	1137
LINC01732	0
ENSG00000225359	0
LINC01699	0
CACNA1E	0
RNA5SP70	0
ENSG00000288574	0
ENSG00000272880	0
RN7SKP229	0
ENSG00000287452	0
ZNF648	3
ENSG00000224810	0
ENSG00000225982	0
LINC01344	0
ENSG00000232309	0
ENSG00000289573	0
YPEL5P1	0
RNU6-152P	0
ENSG00000228664	0
EIF1P3	1
GLUL	3844
TEDDM1	0
LINC00272	0
RGSL1	0
ENSG00000270443	0
TEDDM2P	0
RNASEL	386
RGS16	45
LINC01686	14
RGS8	0
LINC01688	0
ENSG00000271269	0
NPL	615
ENSG00000287808	0
DHX9	1137
SHCBP1L	0
HMGN1P4	0
5S_rRNA	0
ENSG00000226570	0
KRT18P28	0
RNU6-41P	0
LAMC1	248
LAMC1-AS1	0
LAMC2	0
NMNAT2	0
ENSG00000287929	0
RPS3AP8	0
ENSG00000286372	0
SMG7-AS1	0
SMG7	1762
NCF2	4554
ENSG00000289099	0
ENSG00000286966	0
ARPC5	7382
RGL1	300
APOBEC4	0
ENSG00000270994	0
ENSG00000227554	0
ENSG00000289581	0
COLGALT2	48
TSEN15	308
ENSG00000286655	0
ENSG00000231791	0
RN7SL654P	0
C1orf21-DT	0
C1orf21	1040
ENSG00000230470	0
ENSG00000232036	0
ENSG00000285847	0
ENSG00000286378	0
EDEM3	225
NIBAN1	1795
RNU7-13P	0
LINC01633	0
RNA5SP72	0
RNF2	368
FTH1P25	0
TRMT1L	263
SWT1	1349
RPL22P24	0
RPL5P5	0
ENSG00000233583	0
ENSG00000238061	0
ENSG00000279838	7
IVNS1ABP	2244
ENSG00000273004	0
GS1-279B7.1	0
RNU7-183P	0
MCRIP2P2	0
ENSG00000279401	0
LINC01350	0
ENSG00000261729	0
HMCN1	26
ENSG00000224691	0
ENSG00000288078	0
PRG4	0
TPR	6275
RNU6-1240P	0
ODR4	246
PDC-AS1	0
PDC	0
ENSG00000273198	0
ENSG00000228238	0
ENSG00000233196	0
ENSG00000288562	0
PTGS2	48
PACERR	0
PLA2G4A	308
LINC01036	60
ENSG00000271558	0
FDPSP1	0
ENSG00000274702	0
SLC4A1APP2	0
ENSG00000223847	0
ENSG00000285894	0
ENSG00000150732	0
RN7SKP156	0
ENSG00000261182	0
ENSG00000224278	0
ENSG00000225006	0
ENSG00000235083	0
RPS3AP9	0
ENSG00000237283	0
ENSG00000238054	0
LINC01035	0
CLPTM1LP1	0
GAPDHP75	0
RNA5SP73	0
LINC01701	0
ENSG00000238270	0
ENSG00000287472	0
ENSG00000230987	0
BRINP3	0
ENSG00000225811	0
BRINP3-DT	0
ENSG00000241505	0
LINC01720	0
ENSG00000236025	0
ENSG00000238108	0
ENSG00000285638	0
HNRNPA1P46	5
ENSG00000261642	0
ENSG00000271187	0
LINC01680	0
LINC02770	237
ENSG00000223344	0
RGS18	84484
ENSG00000285280	3
ENSG00000226723	0
ENSG00000236792	0
RGS21	0
ENSG00000236069	0
RGS1	47
RGS13	0
RPS27AP5	8
MIR4426	0
ENSG00000228687	0
ENSG00000226814	0
RGS2	2018
RN7SKP126	0
ZNF101P2	0
UCHL5	729
SCARNA18B	0
RO60	2744
GLRX2	44
CDC73	1115
MIR1278	0
B3GALT2	0
LINC01031	0
ENSG00000286285	0
ENSG00000227240	0
ENSG00000288950	0
ENSG00000226640	0
ENSG00000237011	0
RPL23AP22	0
EEF1A1P14	0
ENSG00000231714	0
RNU6-983P	0
ENSG00000228167	0
ENSG00000285718	0
ENSG00000287364	0
LINC01724	0
KCNT2	0
MIR4735	0
CFH	40
ENSG00000289697	0
CFHR3	0
CFHR1	0
ENSG00000285986	0
CFHR4	0
CFHR2	0
ENSG00000273844	0
CFHR5	0
F13B	0
ASPM	206
SEPTIN14P12	0
ZBTB41	346
ENSG00000237861	0
CRB1	60
MRPS21P3	0
ENSG00000230260	0
DENND1B	299
EEF1A1P32	0
ENSG00000235582	0
FAM204BP	0
ENSG00000224901	0
C1orf53	0
LHX9	0
NEK7	2555
PRR13P1	0
ENSG00000287989	12
ATP6V1G3	0
ENSG00000223881	0
PTPRC	1995
ENSG00000261573	0
PEBP1P3	0
MIR181A1HG	0
MIR181B1	0
MIR181A1	0
ENSG00000227747	0
ENSG00000225172	0
LINC01222	0
LINC01221	4
ENSG00000286541	0
LINC02789	1
RPL23AP16	0
ENSG00000236468	0
ENSG00000231984	0
ENSG00000228530	0
RNU6-778P	0
ENSG00000229747	0
RNU6-716P	0
RNU6-609P	0
NR5A2	0
RNU6-570P	0
ENSG00000229220	0
CCNQP1	0
LINC00862	0
ENSG00000273093	0
ENSG00000213045	0
ENSG00000230623	0
ZNF281	712
ENSG00000282849	0
KIF14	997
DDX59	551
DDX59-AS1	0
CAMSAP2	308
RPL34P6	0
GPR25	0
INAVA	0
MROH3P	0
RNU6-704P	0
KIF21B	1269
ENSG00000229191	0
ENSG00000234132	0
CACNA1S	0
ASCL5	0
TMEM9	13
IGFN1	0
ENSG00000229821	0
PKP1	0
TNNT2	0
ENSG00000286600	0
LAD1	0
ENSG00000282221	0
TNNI1	0
ENSG00000227048	0
PHLDA3	47
ENSG00000224818	0
CSRP1	399
CSRP1-AS1	0
RPS10P7	12
NAV1	177
ENSG00000236390	0
IPO9-AS1	0
MIR5191	0
ENSG00000235121	0
RNU6-501P	0
MIR1231	0
IPO9	422
MIR6739	0
SHISA4	0
ENSG00000223774	0
LMOD1	54
TIMM17A	147
SNORA70H	0
RPL10P4	0
RNPEP	333
ELF3-AS1	0
MIR6740	0
ELF3	0
ENSG00000249007	0
ENSG00000232296	0
ENSG00000235811	0
CRIP1P3	0
GPR37L1	2
ARL8A	254
PTPN7	492
PTPRVP	0
LGR6	57
UBE2T	0
PPP1R12B	320
CYCSP4	0
RNU6-89P	0
ENSG00000232626	0
ENSG00000236439	1
SYT2	0
ENSG00000226862	0
ENSG00000225620	0
KDM5B	811
ENSG00000235449	0
SLC25A39P1	0
ENSG00000260021	0
PCAT6	0
MGAT4EP	0
TUBA5P	0
ACTG1P25	0
RABIF	107
KLHL12	287
HNRNPA1P59	0
ADIPOR1	15385
CYB5R1	744
MGAT4FP	0
ENSG00000231547	0
TMEM183A	409
PPFIA4	92
MYOG	0
ADORA1	12
ENSG00000234775	0
ENSG00000224671	0
MYBPH	11
CHI3L1	0
CHIT1	0
NPM1P40	0
LINC01353	0
ENSG00000288925	0
BTG2-DT	0
BTG2	1860
RNU6-487P	0
FMOD	0
ENSG00000229652	0
LARP7P1	0
PRELP	0
OPTC	0
ATP2B4	294
NSA2P1	0
SNORA77	0
LAX1	83
ZC3H11A	30
ZBED6	156
ENSG00000288644	0
ENSG00000227417	0
RPL35AP5	0
SNRPE	162
KRT8P29	0
HSPE1P6	0
CBX1P3	0
ENSG00000286383	0
LINC00303	0
ENSG00000286572	0
SOX13	62
ENSG00000261065	0
ETNK2	0
ERLNC1	0
REN	0
ENSG00000225522	0
KISS1	0
GOLT1A	18
PLEKHA6	104
ENSG00000231691	0
ENSG00000219133	0
LINC00628	0
PPP1R15B-AS1	0
ENSG00000237848	0
PPP1R15B	135
ENSG00000288934	0
PIK3C2B	575
MDM4	578
ENSG00000236779	0
RNA5SP74	0
ENSG00000240710	0
LRRN2	21
ENSG00000240219	0
ENSG00000228153	0
RNA5SP75	0
ENSG00000251861	0
ENSG00000287197	0
NFASC	25
ENSG00000229657	0
CNTN2	0
TMEM81	0
RBBP5	560
ENSG00000271580	0
ENSG00000236108	0
DSTYK	292
ENSG00000213041	0
TMCC2	1103
TMCC2-AS1	0
NUAK2	371
KLHDC8A	0
SNRPGP10	1
LEMD1-AS1	0
LEMD1	0
BLACAT1	0
MIR135B	0
LEMD1-DT	0
CDK18	61
RNU2-19P	0
MFSD4A	37
RNU6-418P	0
ELK4	3728
ENSG00000236942	0
SLC45A3	91
NUCKS1	3870
SNORA72	0
RAB29	251
ENSG00000285521	0
SLC41A1	58
ENSG00000286619	0
PM20D1	0
SLC26A9	0
ENSG00000227687	0
RAB7B	0
CTSE	25
ENSG00000285417	78
RHEX	0
ENSG00000252692	0
AVPR1B	111
AVPR1B-DT	0
ENSG00000287432	0
RPL22P4	0
ENSG00000236889	0
FAM72A	0
SRGAP2	717
ENSG00000229509	0
IKBKE	415
MIR6769B	0
C1orf147	0
ENSG00000261000	0
RASSF5	3000
ENSG00000234981	0
ENSG00000279946	0
EIF2D	883
DYRK3-AS1	0
DYRK3	9
MAPKAPK2	2117
ENSG00000224114	0
IL10	0
IL19	0
IL20	0
IL24	0
FCMR	645
ENSG00000271680	0
ENSG00000226945	0
PIGR	0
FCAMR	0
C1orf116	226
PFKFB2	144
YOD1	2101
C4BPB	0
C4BPA	0
ENSG00000275392	0
ENSG00000226565	0
C4BPAP1	0
ENSG00000243636	0
C4BPAP2	0
ENSG00000237074	0
CD55	971
ENSG00000283044	0
CR2	13
CR1	149
ENSG00000236911	0
CR1L	98
CD46P1	0
CDCA4P3	0
RNA5SP534	0
ENSG00000285239	0
CD46	727
CDCA4P4	0
MIR29B2CHG	6
MIR29C	0
MIR29B2	0
ENSG00000289071	0
CD34	221
ENSG00000285719	59
LINC02767	0
PLXNA2	9
ENSG00000287220	0
ENSG00000286198	0
ENSG00000226843	0
LINC01735	0
LINC02769	3
RPS26P13	0
LINC01717	0
LINC01774	0
ENSG00000278684	0
ENSG00000287046	0
ENSG00000232537	0
ENSG00000228081	0
TFDP1P1	0
ATP5MC2P1	0
LINC01696	0
LINC01698	0
MIR205HG	0
MIR205	0
ENSG00000224260	0
ENSG00000287902	0
CAMK1G	0
LAMB3	3
MIR4260	0
HSD11B1-AS1	3
G0S2	40
HSD11B1	0
ADORA2BP1	0
TRAF3IP3	3019
C1orf74	0
ENSG00000289700	0
IRF6	0
UTP25	387
SYT14	0
ENSG00000287343	0
SERTAD4-AS1	0
SERTAD4	4
ST13P19	0
ENSG00000233455	0
HHAT	0
ENSG00000287354	0
RNU5A-8P	0
ENSG00000287157	14
BPNT2P1	0
KCNH1	0
ENSG00000279333	0
ENSG00000284299	0
IPO8P1	0
ENSG00000283952	0
ENSG00000284376	0
KCNH1-IT1	0
ENSG00000234004	0
PRELID1P5	0
RCOR3	1002
TRAF5	662
ENSG00000287033	0
LINC00467	168
SNX25P1	11
ARPC3P2	0
RD3	0
ENSG00000223649	0
SLC30A1	98
ENSG00000261314	0
ENSG00000288738	0
ENSG00000228792	0
LINC01693	0
NEK2	20
FDPSP8	0
NEK2-DT	0
ENSG00000226868	0
LPGAT1	682
RN7SL344P	0
LPGAT1-AS1	0
ENSG00000233626	0
INTS7	43
ENSG00000212187	0
DTL	51
RPL21P28	9
MIR3122	0
RN7SKP98	0
ENSG00000229983	0
LINC02608	0
PPP2R5A	791
ENSG00000230063	0
ENSG00000234915	0
RPL23AP18	0
SNORA16B	0
ENSG00000229832	0
PACC1	0
ENSG00000287445	106
NENF	1039
LINC02771	0
ENSG00000286213	0
LINC01740	0
ENSG00000260805	42
ENSG00000288007	0
ATF3	16
ENSG00000235862	0
FAM71A	0
ENSG00000226036	0
LINC02773	0
BATF3	147
NSL1	409
TATDN3	255
ENSG00000236905	0
SPATA45	0
FLVCR1-DT	58
ENSG00000235182	0
ENSG00000236317	0
FLVCR1	125
ENSG00000282718	0
VASH2	0
ANGEL2	302
RPS6KC1	385
RPL31P13	0
ENSG00000225233	0
ENSG00000228255	0
PROX1-AS1	0
LINC00538	0
PROX1	323
ENSG00000274895	0
ENSG00000272167	0
LINC02775	0
SMYD2	416
ENSG00000228470	0
PTPN14	87
ENSG00000213036	0
KRT18P12	0
CENPF	2733
ABHD17AP3	0
UBE2V1P13	0
GAPDHP24	0
ENSG00000223869	0
ENSG00000287008	0
KCNK2	0
VDAC1P10	0
ENSG00000282265	0
KCTD3	201
USH2A	0
SNORD116	0
ENSG00000229242	0
USH2A-AS2	0
USH2A-AS1	0
MRPS18BP1	0
ESRRG	0
GPATCH2	243
SPATA17	0
SPATA17-AS1	0
UBBP2	0
LINC00210	2
ENSG00000230714	0
LINC01653	0
ENSG00000286775	0
RNU1-141P	0
RRP15	84
ENSG00000229016	0
ENSG00000223375	0
TGFB2-AS1	0
TGFB2	1043
TGFB2-OT1	0
LINC02869	0
NXNP1	0
LINC01710	25
LYPLAL1-DT	439
LYPLAL1	2086
RIMKLBP2	0
ENSG00000223842	0
ENSG00000277007	2
ENSG00000287676	0
LYPLAL1-AS1	0
ENSG00000238232	0
ZC3H11B	30
SLC30A10	0
RNA5SP76	0
EPRS1	1158
BPNT1	25
IARS2	90
MIR215	0
MIR194-1	0
RPS15AP12	0
RAB3GAP2	374
MIR664A	0
SNORA36B	0
SNX2P1	0
ENSG00000270708	0
MORF4L1P1	184
AURKAP1	0
XRCC6P3	0
ENSG00000232883	0
ENSG00000226927	0
ENSG00000260505	0
ENSG00000235163	0
ENSG00000234863	0
PRELID3BP1	0
LINC02779	0
MARK1	0
RN7SL464P	0
HDAC1P2	0
C1orf115	3863
MTARC2	14
MTARC1	24
ENSG00000286231	0
RNU6ATAC35P	0
ENSG00000276642	0
ENSG00000272823	0
LINC01352	0
HLX-AS1	0
ENSG00000289142	0
HLX	77
ENSG00000226211	0
LINC02817	0
ENSG00000232436	0
ENSG00000286398	0
ENSG00000227585	0
ENSG00000286421	0
DUSP10	7
LINC01655	0
RNU6-403P	0
LINC02257	0
LINC02474	0
LINC01705	0
ENSG00000236230	3
QRSL1P2	0
ENSG00000226643	0
CICP13	0
ENSG00000276997	0
RNU6-791P	0
ENSG00000267305	0
HHIPL2	0
TAF1A	45
TAF1A-AS1	0
MIA3	526
ENSG00000229399	0
ENSG00000272750	0
AIDA	1602
BROX	4403
FAM177B	0
ENSG00000287684	0
DISP1	13
NDUFB1P2	0
ENSG00000287338	0
TLR5	1256
ENSG00000236846	47
ENSG00000226601	0
SUSD4	9
RNU4-57P	0
CCDC185	0
CAPN8	0
SNRPEP10	0
RNU6-1248P	0
CAPN2	3643
TP53BP2	1038
ENSG00000288999	0
PHBP11	0
ACTBP11	1
CICP5	0
GTF2IP20	0
RNU6-1319P	0
SEPTIN7P13	0
ENSG00000278467	0
ENSG00000229930	25
RN7SKP49	0
FBXO28	255
ENSG00000236773	0
DEGS1	60
ENSG00000232628	0
ENSG00000237101	0
NVL	430
MIR320B2	0
ENSG00000229742	0
RNU6-1008P	0
CNIH4	34
WDR26	4054
MIR4742	0
CNIH3	0
AKR1B1P1	0
CNIH3-AS2	0
DNAJB6P6	0
ENSG00000286174	0
CNIH3-AS1	0
LINC02813	0
ENSG00000286719	0
DNAH14	1001
LBR	527
LINC02765	13
ENSG00000282418	0
ENAH	1236
ENSG00000289602	0
ENSG00000227496	0
ENSG00000226349	0
RNU6-1304P	0
SRP9	1289
ENSG00000234112	0
EPHX1	201
ENSG00000242861	0
TMEM63A	444
LEFTY1	0
ENSG00000255835	0
PYCR2	1320
MIR6741	0
ENSG00000248322	0
LEFTY2	0
NDUFA3P3	0
SDE2	698
ENSG00000289341	0
H3-3A-DT	0
H3-3A	15015
LINC01703	0
ENSG00000270598	0
ACBD3	1797
ACBD3-AS1	0
ENSG00000223570	0
MIXL1	0
LIN9	201
YBX1P9	0
ENSG00000275406	0
ENSG00000289348	0
PARP1	3441
ENSG00000270287	0
RPS3AP7	0
RN7SKP165	0
CDKN2AIPNLP1	0
ENSG00000287627	0
STUM	0
ITPKB	1091
ITPKB-IT1	51
ITPKB-AS1	0
RPS27P5	0
ENSG00000287259	0
PSEN2	34
ENSG00000288674	38
COQ8A	7
ENSG00000228525	0
CDC42BPA	1071
ENSG00000233706	0
ENSG00000287532	0
ENSG00000228625	0
ENSG00000228729	0
ENSG00000236636	0
ENSG00000287525	0
LINC01641	0
NUCKS1P1	0
ENSG00000242757	0
BTF3P9	0
ENSG00000237193	0
ENSG00000278180	0
TUBB8P10	0
TUBB8P9	0
ENSG00000227711	0
ENSG00000287205	0
RNA5SP77	0
ZNF678	82
FAM133FP	0
ZNF847P	1
SNAP47	24
JMJD4	115
SNAP47-AS1	0
ENSG00000286389	0
PRSS38	0
WNT9A	0
MIR5008	0
CICP26	0
SEPTIN14P17	0
WNT3A	1
LINC02809	0
ARF1	10152
MIR3620	0
C1orf35	418
MRPL55	59
CIAO2AP2	0
ENSG00000287895	0
ENSG00000280157	0
ENSG00000227625	0
GUK1	2041
GJC2	60
IBA57-DT	0
IBA57	90
OBSCN-AS1	0
OBSCN	275
ENSG00000269934	0
ENSG00000270110	0
ENSG00000286773	0
ENSG00000287315	0
ENSG00000270104	0
TRIM11	150
ENSG00000270094	0
MIR6742	0
ENSG00000231563	0
TRIM17	0
H3-4	0
H2AW	0
RPL23AP15	0
H2BU1	12
MIR4666A	0
H2BU2P	0
ENSG00000279306	0
RNF187	455
BTNL10	37
RNA5SP19	0
RNA5SP162	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	91
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RNA5S17	0
RNA5SP18	0
DUSP5P1	38
ENSG00000206878	0
FTH1P2	56
RHOU	121
ENSG00000271475	0
ENSG00000271399	0
LINC02815	0
ISCA1P2	0
LINC02814	0
ENSG00000233920	0
TMEM78	0
ENSG00000177788	0
RAB4A	4678
ENSG00000237481	0
CCSAP	1165
RNU6-180P	0
ENSG00000288862	0
RN7SKP276	0
ENSG00000230331	0
ACTA1	0
NUP133	351
ENSG00000226920	0
NUP133-DT	0
ABCB10	235
RNU4-21P	0
RNA5SP78	0
HMGN2P19	0
TAF5L	326
URB2	136
ENSG00000213028	0
HMGB1P26	0
LINC01682	19
LINC01736	0
GALNT2	97
ENSG00000227006	0
ENSG00000224407	0
PGBD5	0
ENSG00000282564	0
LINC01737	0
ENSG00000235817	0
COG2	210
AGT	2
ENSG00000244137	0
CAPN9	0
RNA5SP79	0
ENSG00000225656	0
C1orf198	4185
ENSG00000223393	0
ENSG00000288037	0
ENSG00000287395	0
RN7SL837P	0
TTC13	99
ARV1	190
FAM89A	6
MIR1182	0
ENSG00000227934	0
ENSG00000229595	0
TRIM67	11
TRIM67-AS1	0
C1orf131	672
GNPAT	555
RNA5SP80	0
EXOC8	132
SPRTN	35
ENSG00000287450	0
EGLN1	566
ENSG00000287856	0
SNRPD2P2	0
ENSG00000233461	0
TSNAX	329
TSNAX-DISC1	0
LINC00582	0
DISC1	98
RNU5A-5P	0
ENSG00000286071	2
ENSG00000274121	0
DISC1-IT1	0
ENSG00000235152	0
ENSG00000236372	0
ENSG00000224436	0
RN7SL299P	0
SIPA1L2	71
RNU6-1211P	0
LINC01745	0
LINC01744	0
MAP10	122
RNU1-74P	0
ENSG00000286774	1
ENSG00000232175	9
NTPCR	49
PCNX2	56
RPS7P3	0
ENSG00000251508	0
MAP3K21	39
RNU4-77P	0
ENSG00000287423	2
ENSG00000289305	0
KCNK1	0
MIR4427	0
ENSG00000286109	0
ENSG00000225486	0
ENSG00000286666	0
ENSG00000287921	0
SLC35F3	0
RAC1P7	0
ENSG00000233332	0
ENSG00000231272	0
SLC35F3-AS1	0
ENSG00000232166	0
MIR4671	0
ENSG00000235605	0
ENSG00000236358	0
ENSG00000273367	0
COA6-AS1	0
COA6	429
TARBP1	91
LINC01354	0
ENSG00000288760	6
ENSG00000286210	0
ENSG00000287633	0
ENSG00000230404	0
U8	0
ENSG00000289057	0
IRF2BP2	563
ENSG00000228830	0
LINC00184	0
ENSG00000272362	0
ENSG00000228044	0
ENSG00000241475	0
ENSG00000230628	0
ENSG00000282097	0
LINC01132	0
ENSG00000279261	0
ENSG00000289377	0
ENSG00000286263	0
RNY4P16	0
RN7SL668P	0
ENSG00000237520	0
ENSG00000238005	0
ENSG00000258082	0
LINC01348	0
ENSG00000233018	0
ENSG00000273416	0
TOMM20	531
SNORA14B	0
RBM34	0
ARID4B	4944
ENSG00000289114	0
MIR4753	0
RPL23AP23	0
GGPS1	132
TBCE	382
ENSG00000227962	0
ENSG00000230026	0
ENSG00000285177	0
RPS21P1	0
B3GALNT2	79
MTCYBP14	0
MTND6P14	0
MTND5P19	0
MTND4P10	0
MTND4LP21	0
MTND3P8	0
MTCO3P46	0
GNG4	16
ENSG00000270710	0
ENSG00000227236	0
LYST	2685
LDHAP2	0
LYST-AS1	0
MIR1537	0
RNU6-968P	0
ENSG00000237845	0
LINC02768	0
NID1	627
ENSG00000235371	0
ENSG00000286142	0
GPR137B	903
ERO1B	0
RNU2-70P	0
ENSG00000237922	0
EDARADD	2
ENO1P1	0
LGALS8	1595
LGALS8-AS1	0
ENSG00000273058	0
ENSG00000230325	0
HEATR1	407
ACTN2	0
MTR	1793
RPSAP21	0
RPL35P1	0
MT1HL1	0
ENSG00000288099	0
RYR2	522
RN7SKP195	0
MIR4428	0
ENSG00000252290	0
ENSG00000289628	0
ENSG00000237250	0
ZP4	0
ENSG00000243781	0
MTCO1P38	0
ENSG00000283166	0
ENSG00000283377	0
MTRNR2L11	1
MTCYBP15	0
MTND6P15	0
MTND5P18	0
YWHAQP9	0
ENSG00000234464	0
ENSG00000232989	0
RNU6-725P	0
LINC01139	0
ENSG00000231877	0
KRT18P32	0
MIPEPP2	0
ENSG00000287177	0
ENSG00000227854	0
ENSG00000287589	0
ENSG00000259776	0
CHRM3	3
CHRM3-AS2	0
CHRM3-AS1	0
ENSG00000231979	0
ENSG00000215805	0
ENSG00000287102	0
RPS7P5	0
FMN2	2
ENSG00000228818	0
ADH5P3	0
ENSG00000233735	0
ENSG00000233519	0
GREM2	48
ENSG00000224359	0
ENSG00000226014	0
ENSG00000231440	0
ENSG00000228844	0
RNU5F-8P	0
ENSG00000234872	0
ENSG00000230015	0
ENSG00000226919	0
RGS7	12
THAP12P8	0
RFKP1	0
HNRNPA1P42	0
ENSG00000238085	0
MIR3123	0
ENSG00000224348	0
ENSG00000286496	1
ENSG00000287516	0
ENSG00000287738	0
FH	102
KMO	245
OPN3	91
CHML	418
ENSG00000287513	0
WDR64	0
ENSG00000288723	0
ENSG00000229022	0
EXO1	48
RPL23AP20	0
BECN2	0
CFL1P4	0
MAP1LC3C	0
TUBB8P6	0
ENSG00000277099	0
PLD5	0
ENSG00000272865	0
RN7SKP12	0
ENSG00000224525	0
ENSG00000226750	0
RPL10AP5	0
ENSG00000213690	0
ENSG00000270859	0
RSL24D1P4	0
ENSG00000270818	0
ENSG00000277704	0
ENSG00000230199	0
ENSG00000234116	0
SEPTIN14P21	0
CICP21	0
ENSG00000253326	0
LINC01347	0
RNU6-747P	0
CEP170	1500
ENSG00000227230	0
ENSG00000232085	0
SDCCAG8	2162
FCF1P7	0
MIR4677	0
AKT3	6771
ENSG00000236031	0
FABP7P1	0
ENSG00000232184	0
AKT3-IT1	0
LINC02774	0
ENSG00000289055	0
ZBTB18	483
ENSG00000279774	4
ENSG00000229960	0
ENSG00000286486	0
RN7SL148P	0
ENSG00000237759	0
ENSG00000287531	0
ENSG00000289439	1
C1orf100	0
ENSG00000240963	0
TGIF2P1	0
ADSS2	398
CATSPERE	0
CYCSP5	0
DESI2	38
ENSG00000232059	0
ENSG00000284188	0
