Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates_rm/PP084_sorted_q10_rmDup.bam
CPNE4	9
ENSG00000251447	0
ENSG00000289118	1
MIR5704	0
PSMC2P1	1
RPL7P16	1
ACP3	4
ENSG00000240890	3
NIP7P2	0
DNAJC13	44
ACAD11	0
NPHP3-ACAD11	0
ACKR4	1
HSPA8P19	2
UBA5	5
NPHP3	2
NPHP3-AS1	2
ENSG00000249725	1
TMEM108	9
TMEM108-AS1	4
BFSP2	1
ENSG00000249820	0
BFSP2-AS1	0
ENSG00000214301	0
ENSG00000272832	1
ENSG00000250983	0
ENSG00000201827	0
CDV3	155
TOPBP1	22
INHCAP	4
RNU6-678P	0
RNA5SP140	0
TF	19
ENSG00000244062	1
SRPRB	4
ENSG00000285908	1
RAB6B	35
C3orf36	0
SLCO2A1	7
LINC02000	1
RYK	16
HMGB3P14	1
LINC02004	0
ENSG00000260633	0
RPL39P5	1
AMOTL2	8
HMGN1P9	0
HMGB3P13	2
ANAPC13	15
CEP63	17
ENSG00000288700	4
ENSG00000249691	1
KY	6
ENSG00000286982	5
RNU6-1174P	0
RNA5SP141	18
EPHB1	12
ENSG00000240086	4
ENSG00000242222	1
NDUFS6P1	0
PPP2R3A	5
ENSG00000227267	0
ENSG00000273455	0
MSL2	15
TDGF1P6	1
ENSG00000244740	1
PCCB	13
STAG1	54
RNU6-1284P	0
HMGN1P10	0
RNU6-789P	0
ENSG00000240695	2
STAG1-DT	5
ENSG00000286915	0
ENSG00000242968	0
SLC35G2	0
NCK1-DT	6
ENSG00000273486	3
NCK1	15
RAD51AP1P1	0
IL20RB	5
IL20RB-AS1	0
RNA5SP142	3
ENSG00000243886	0
NPM1P17	0
SOX14	3
LINC01210	2
ENSG00000261146	3
HSPA8P9	1
CLDN18	5
ENSG00000272609	2
DZIP1L	8
KRT8P36	0
A4GNT	0
ENSG00000286396	0
DBR1	10
ARMC8	57
NME9	2
MRAS	13
ESYT3	9
ENSG00000280399	1
CEP70	70
FAIM	11
PPIAP72	0
PIK3CB	72
GAPDHP39	0
RPL23AP40	0
EEF1A1P25	1
ATP5MC1P3	0
LINC01391	2
FOXL2	0
FOXL2NB	4
PRR23A	1
MRPS22	19
PRR23B	2
PRR23C	3
RPL7L1P7	1
BPESC1	1
PISRT1	0
ENSG00000276304	0
ENSG00000286988	0
ENSG00000272656	0
COPB2	34
COPB2-DT	11
RBP2	1
ENSG00000248790	0
ACTG1P1	0
RBP1	3
NMNAT3	9
ENSG00000214280	0
RN7SKP124	1
RN7SL724P	1
ENSG00000261763	4
ENSG00000250543	0
ENSG00000251471	1
TRMT112P5	0
CLSTN2	10
ENSG00000249290	0
ENSG00000251058	0
ENSG00000289632	3
CLSTN2-AS1	4
ENSG00000249305	0
TRIM42	1
ENSG00000261826	2
RPL23AP41	0
SLC25A36	11
ENSG00000248773	0
SPSB4	13
ENSG00000251270	1
PXYLP1	16
ENSG00000287155	1
ENSG00000241400	1
ENSG00000249417	0
ENSG00000249540	0
ZBTB38	45
ENSG00000288585	11
KRT18P35	0
RASA2	18
RASA2-IT1	0
YWHAQP6	0
LINC02618	2
TPT1P3	0
ENSG00000241526	0
RNF7	13
ENSG00000285558	0
GRK7	3
ENSG00000286822	1
HMGN2P25	0
ATP1B3	9
RNU6-509P	0
ATP1B3-AS1	0
ENSG00000279147	3
TFDP2	117
ENSG00000233597	0
RNU6-425P	0
GK5	19
XRN1	119
RNU6-1294P	0
RNU1-100P	0
ATR	20
ENSG00000242479	0
ENSG00000244327	0
RPL6P9	0
RNA5SP143	10
PLS1	5
PLS1-AS1	0
ENSG00000287045	1
RN7SKP25	0
TRPC1	8
RNU7-47P	0
PCOLCE2	6
ENSG00000240950	2
ENSG00000243818	4
PAQR9	20
ENSG00000241592	0
PAQR9-AS1	0
U2SURP	52
ENSG00000268129	0
ENSG00000243733	0
CHST2	29
ENSG00000241679	0
PBX2P1	0
SLC9A9	38
ENSG00000240888	0
SLC9A9-AS1	0
SLC9A9-AS2	0
GAPDHP47	1
ST13P15	3
ENSG00000248374	1
ENSG00000235110	0
DIPK2A	27
RNA5SP144	2
ENSG00000280397	0
LARP7P4	1
GM2AP1	2
RPL21P39	0
ENSG00000244358	0
ENSG00000240095	2
ENSG00000261051	1
ENSG00000243415	1
LNCSRLR	2
PLOD2	61
PLSCR4	14
ENSG00000243596	0
ENSG00000241358	0
PLSCR2	5
ENSG00000279320	1
PLSCR1	25
RNU6-428P	0
PLSCR5	1
PLSCR5-AS1	1
ENSG00000243620	1
LINC02010	2
RNU6-505P	0
RPL21P71	0
ZIC4	6
ZIC4-AS1	0
ZIC1	11
NPM1P28	2
ENSG00000289451	1
ENSG00000239661	0
ENSG00000239922	4
ENSG00000285798	1
LINC02032	1
ENSG00000285660	0
ENSG00000241792	1
ENSG00000244650	3
HNRNPA1P20	0
LINC02045	0
LINC02046	1
ENSG00000285557	5
RPL38P1	0
AGTR1	2
CPB1	6
HMGB1P30	0
ENSG00000240521	0
CPA3	2
ENSG00000287198	3
UBQLN4P1	1
GYG1	7
HLTF	15
HLTF-AS1	0
MED28P2	0
HPS3	10
CP	9
ENSG00000286714	0
CPHL1P	7
ENSG00000244468	1
TM4SF18	10
ENSG00000243822	1
TM4SF1	15
TM4SF1-AS1	2
ENSG00000243885	0
RPL32P8	0
ENSG00000241929	2
FKBP1AP4	1
ENSG00000239408	0
TM4SF4	1
ENSG00000244503	1
WWTR1	56
RNU6-1098P	0
WWTR1-IT1	0
WWTR1-AS1	0
COMMD2	22
ANKUB1	3
RNU6-507P	0
RNF13	39
RNU6-720P	1
NPM1P29	2
PFN2	3
PFN2-AS1	4
TMEM183BP	1
PPIAP73	0
HNRNPA1P24	0
ENSG00000243944	0
ENSG00000240477	0
LINC01998	2
RPL32P9	0
ENSG00000241048	1
LINC01213	1
LINC01214	0
ENSG00000286501	0
ENSG00000289086	0
TSC22D2	19
SERP1	66
EIF2A	29
SELENOT	27
ENSG00000271711	1
ERICH6	7
ERICH6-AS1	7
SNRPCP3	0
ENSG00000287688	2
SIAH2	162
SIAH2-AS1	1
ENSG00000289005	0
CLRN1-AS1	4
MINDY4B	0
ENSG00000260234	1
ENSG00000243273	1
CLRN1	6
ENSG00000276055	0
MED12L	94
RNA5SP145	135
GPR171	2
P2RY14	1
SETP11	0
ENSG00000286273	1
GPR87	2
P2RY13	7
P2RY12	77
IGSF10	6
MRPL42P6	0
ENSG00000242119	0
MIR5186	1
LINC02066	4
AADACL2	2
AADACL2-AS1	0
ENSG00000242097	0
AADACP1	1
ENSG00000250271	1
AADAC	6
SUCNR1	26
LINC02917	2
ENSG00000289315	0
MBNL1	1349
MBNL1-AS1	10
TMEM14EP	2
ENSG00000243305	0
ENSG00000244545	0
ENSG00000287706	0
ATP5MGP5	0
P2RY1	27
HMGN2P13	2
ENSG00000241671	0
ENSG00000288787	6
ENSG00000244268	0
RAP2B	88
RN7SL300P	1
ENSG00000241220	0
ENSG00000241912	0
LINC02006	1
LINC02877	1
RNU6-901P	0
ENSG00000243486	1
RPL21P42	0
ARHGEF26-AS1	2
ARHGEF26	15
DHX36	39
ENSG00000271922	0
ENSG00000279305	0
GPR149	3
DDX50P2	0
ENSG00000243861	0
SYPL1P1	0
DYNLL1P5	0
RPL9P15	0
ENSG00000243969	0
ENSG00000243953	0
MME	10
MME-AS1	0
LINC01487	1
STRIT1	2
ENSG00000242790	0
PABPC1P10	1
PLCH1	11
ENSG00000248772	0
ENSG00000243518	0
ENSG00000242152	0
RN7SL715P	0
PLCH1-AS1	2
PLCH1-AS2	0
RPL6P7	1
ENSG00000214919	2
ENSG00000241307	1
C3orf33	0
ENSG00000284952	0
SLC33A1	3
ENSG00000286585	4
GMPS	49
ENSG00000288032	0
SETP14	4
VN2R1P	1
KCNAB1	7
ALG1L15P	1
MRE11P1	2
ENSG00000287916	0
ENSG00000227709	0
KCNAB1-AS2	4
KCNAB1-AS1	0
ENSG00000272990	0
SSR3	18
TIPARP-AS1	4
TIPARP	5
METTL15P1	2
LINC00886	2
PA2G4P4	1
LEKR1	3
KLF3P2	0
ENSG00000239706	0
RN7SKP177	2
LINC00880	0
LINC02029	1
ENSG00000289409	0
LINC00881	5
CCNL1	22
KRT18P34	0
ENSG00000241770	0
RNA5SP146	0
ENSG00000243176	4
ENSG00000270981	0
ENSG00000286361	2
VEPH1	59
PTX3	0
SLC66A1L	2
ENSG00000286892	5
ENSG00000242536	3
RN7SKP46	0
ENSG00000239716	0
SHOX2	4
RSRC1	147
ENSG00000241723	0
ENSG00000277143	0
ENSG00000243314	0
MLF1-DT	1
MLF1	4
MTAPP1	1
ENSG00000243165	0
GFM1	19
LXN	10
ENSG00000272087	0
RARRES1	1
MFSD1	125
ENSG00000240207	8
RPL35AP9	0
ENSG00000271778	0
ENSG00000272247	0
GPR79	0
ENSG00000279311	3
IQCJ-SCHIP1	1
IQCJ	3
MIR3919	0
ENSG00000244249	1
ENSG00000286913	1
ENSG00000243116	1
IQCJ-SCHIP1-AS1	1
RNU2-31P	0
SCHIP1	2
IL12A-AS1	9
IL12A	0
LINC01100	3
BRD7P2	3
C3orf80	1
ENSG00000248710	0
IFT80	16
RPL35AP10	1
SMC4	159
MIR15B	1
MIR16-2	3
TRIM59	8
B3GAT3P1	0
RNU7-136P	0
KPNA4	44
SCARNA7	8
KRT8P12	1
RPL6P8	1
ARL14	0
PPM1L-DT	0
PPM1L	28
B3GALNT1	9
NMD3	15
ENSG00000271052	0
EEF1GP4	1
PSMC1P7	1
SPTSSB	4
LINC02067	2
ENSG00000269888	0
RPL23AP42	14
OTOL1	2
ENSG00000288087	0
ENSG00000240354	1
TOMM22P6	0
ENSG00000243044	1
ENSG00000241168	3
LINC01192	4
RPS6P4	0
ENSG00000240792	1
RNU7-82P	0
ENSG00000214210	1
MIR1263	0
LINC01323	0
LINC01324	2
SI	0
LINC02023	1
SLITRK3	12
LINC01322	10
BCHE	1
MTND4P17	0
MTND4LP10	0
MTND3P7	0
MTCO3P38	2
MCUR1P2	1
ENSG00000244429	0
LINC01326	0
ENSG00000274149	0
RN7SKP298	0
PSAT1P4	0
ENSG00000240458	1
CBX1P5	0
ENSG00000240033	0
ENSG00000239227	0
PPIAP74	0
ZBBX	2
LINC01327	0
SERPINI2	3
WDR49	5
PDCD10	159
HMGN1P8	0
SERPINI1	4
ENSG00000287319	0
LRRC77P	4
ENSG00000244706	2
MEMO1P3	0
ENSG00000242036	0
HMGN2P26	0
GOLIM4	42
ENSG00000286994	0
EGFEM1P	5
ENSG00000241882	0
RNU2-20P	1
MIR551B	0
RPSAP33	1
RPL21P43	0
LINC02082	3
ENSG00000272797	0
ENSG00000273177	0
LINC01997	1
MECOM	29
MECOM-AS1	0
RPL22P1	13
ENSG00000242795	1
SDHDP3	0
RNU6-637P	0
TERC	0
Telomerase-vert	0
ACTRT3	1
ENSG00000269889	0
MYNN	8
ENSG00000269984	2
LRRC34	3
ENSG00000270135	0
ENSG00000270096	0
LRRIQ4	2
LRRC31	1
KRT18P43	1
SAMD7	4
ENSG00000244039	0
ENSG00000239219	5
ENSG00000244193	0
SEC62	892
SEC62-AS1	1
GPR160	17
RNU4-38P	0
KMT5AP3	0
PHC3	221
RNU6-315P	0
PRKCI	6
ENSG00000239628	1
SKIL	32
ENSG00000242578	2
CLDN11	0
ENSG00000285218	1
MIR6828	0
SLC7A14-AS1	7
SLC7A14	9
KRT8P13	0
ENSG00000213174	0
ENSG00000244738	1
ENSG00000286695	2
ENSG00000289233	0
ENSG00000239739	4
RPL22L1	18
EIF5A2	5
ENSG00000286856	1
KLF7P1	0
RNU1-70P	0
SLC2A2	2
TNIK	101
MIR569	0
ENSG00000240497	6
ENSG00000279673	7
RNU6-348P	0
ENSG00000234594	0
PLD1	15
TMEM212-AS1	0
TMEM212	3
TMEM212-IT1	0
ENSG00000287899	2
FNDC3B	41
RPS27AP8	2
RN7SL141P	0
ENSG00000279862	0
BZW1P1	2
GHSR	3
TNFSF10	21
ENSG00000224611	0
LINC02068	5
SLC31A1P1	2
NCEH1	20
ENSG00000231384	1
RNU6-547P	0
ENSG00000287012	0
ECT2	14
RNU4-4P	0
ATP5MC1P4	0
ENSG00000237501	0
SPATA16	3
ENSG00000237473	3
NLGN1	11
ENSG00000237645	0
ENSG00000289417	0
NLGN1-AS1	0
RN7SKP234	0
ANAPC15P2	1
ENSG00000213169	0
NAALADL2	14
RN7SKP40	0
EEF1B2P8	0
NAALADL2-AS3	0
NAALADL2-AS2	2
MIR4789	0
RNU6-1233P	0
ENSG00000288104	1
RNU4-91P	1
ENSG00000236241	0
UBE2V1P2	3
RNU6-1317P	0
NAALADL2-AS1	3
ENSG00000260217	2
ACTG1P23	1
EI24P1	0
ENSG00000271413	0
ENSG00000238026	0
ENSG00000288895	2
LINC01208	3
MIR7977	1
RNA5SP147	0
LINC01209	2
MTND5P15	1
TBL1XR1	146
TBL1XR1-AS1	2
RNU6-681P	1
LINC00501	1
ASS1P7	1
ENSG00000226782	0
LINC00578	1
RN7SKP52	0
ENSG00000236385	1
ENSG00000200288	0
ENSG00000228561	0
ENSG00000277241	0
LINC02015	2
ENSG00000225790	4
ENSG00000270321	3
RNU6-1120P	1
ENSG00000286003	4
ENSG00000223930	4
KCNMB2	1
ENSG00000275163	2
LINC01014	0
RNA5SP148	1
PPIAP75	0
KCNMB2-AS1	2
ZMAT3	19
PIK3CA-DT	1
PIK3CA	39
ENSG00000201957	0
KCNMB3	3
LRRFIP1P1	2
ZNF639	15
ENSG00000260743	1
MFN1	12
ENSG00000289574	0
GNB4	34
ENSG00000242539	0
ENSG00000272699	0
ENSG00000239255	0
MTHFD2P7	0
ACTL6A	7
ENSG00000272910	0
ENSG00000272660	0
MRPL47	3
NDUFB5	24
ENSG00000288698	1
ENSG00000239096	0
H3P13	1
USP13	3
PEX5L	9
PEX5L-AS1	0
PEX5L-AS2	1
ENSG00000287645	1
RNA5SP149	159
ENSG00000282327	0
GAPDHP36	3
RALBP1P1	2
LINC02053	6
TTC14-DT	0
RNU6-486P	0
ENSG00000241946	0
TTC14	13
CCDC39	2
ENSG00000145075	0
CCDC39-AS1	0
ENSG00000285336	1
RN7SL229P	1
ENSG00000242068	0
ENSG00000241473	0
FLYWCH1P1	3
FXR1	71
RPL32P10	0
DNAJC19	3
SOX2-OT	25
ENSG00000242140	0
RNU6-4P	2
FAUP2	2
ENSG00000241231	4
RPL7AP25	1
ENSG00000239381	0
ENSG00000276074	0
ENSG00000276690	0
ENSG00000289435	0
SOX2	2
ENSG00000278026	0
RN7SL703P	0
RNA5SP150	29
ENSG00000239805	1
ENSG00000213155	4
LINC01206	17
RN7SKP265	0
ENSG00000286453	0
ENSG00000240478	1
ENSG00000287605	0
ENSG00000242012	1
LINC01994	2
EIF4EP3	0
LINC01995	3
ENSG00000287941	0
RPL7L1P8	0
LINC02031	3
ENSG00000243378	0
ENSG00000260377	1
ATP11B-DT	2
ATP11B	49
ENSG00000270554	2
ENSG00000273261	1
DCUN1D1	221
ENSG00000244346	2
MCCC1	12
MCCC1-AS1	0
LAMP3	3
MCF2L2	37
B3GNT5	6
RNA5SP151	0
LINC00888	3
SNORA63D	0
ENSG00000253092	0
SNORA63E	0
ENSG00000251730	1
ENSG00000271682	0
KLHL6	34
KLHL6-AS1	0
ENSG00000243584	2
KLHL24	37
YEATS2	27
YEATS2-AS1	2
ENSG00000283765	0
MAP6D1	0
PARL	3
RPSAP31	2
MIR4448	0
CYP2AB1P	0
ABCC5	33
ABCC5-AS1	0
EEF1A1P8	0
HTR3D	2
HTR3C	3
HTR3C2P	1
HTR3E-AS1	0
HTR3E	11
HSP90AA5P	1
ENSG00000273181	0
EIF2B5-DT	0
EIF2B5	13
ENSG00000228205	0
DVL3	18
AP2M1	187
ABCF3	5
VWA5B2	8
MIR1224	0
ALG3	5
EEF1AKMT4	0
EEF1AKMT4-ECE2	0
CAMK2N2	11
ECE2	1
PSMD2	40
EIF4G1	108
SNORD66	0
FAM131A	8
CLCN2	7
POLR2H	4
THPO	3
ENSG00000289500	0
CHRD	13
LINC02054	6
ENSG00000283625	0
LINC01839	2
LINC01840	1
EPHB3	11
MAGEF1	9
ENSG00000272970	8
LINC02069	5
ENSG00000273403	0
ENSG00000272922	0
ENSG00000288576	3
VPS8	83
C3orf70	5
EHHADH-AS1	2
EHHADH	2
EIF2S2P2	1
MIR5588	0
MAP3K13	9
RPL4P4	9
TMEM41A	9
ENSG00000286086	1
LIPH	14
SENP2	34
ENSG00000236489	0
IGF2BP2	230
IGF2BP2-AS1	3
MIR548AQ	0
TRA2B	106
NMRAL2P	2
ETV5	13
ETV5-AS1	1
DGKG	31
LINC02020	3
LINC02052	3
LINC02051	0
CRYGS	1
TBCCD1	4
DNAJB11	8
ENSG00000197099	9
ENSG00000283149	0
ENSG00000283390	0
AHSG	0
FETUB	6
HRG	6
ENSG00000225175	1
ENSG00000226724	3
KNG1	8
PSMD10P2	1
RNU6-1105P	0
GPS2P2	3
ENSG00000263826	0
EIF4A2	69
SNORD2	0
SNORA63B	0
MIR1248	0
SNORA81	0
SNORA4	0
RFC4	9
ENSG00000231724	4
LINC02043	1
ENSG00000231982	0
ADIPOQ	2
ADIPOQ-AS1	4
RPS20P14	2
ENSG00000233565	2
ST6GAL1	63
RPL39L	3
ENSG00000198491	6
RTP1	2
MASP1	14
ENSG00000283175	0
RTP4	7
ENSG00000280270	4
ENSG00000239093	0
LINC02041	0
SST	0
RTP2	0
ENSG00000228804	0
BCL6	17
ENSG00000285938	2
ENSG00000289331	0
ENSG00000224049	0
ENSG00000236864	0
LINC01991	0
ENSG00000225058	0
ENSG00000236412	0
ENSG00000234238	2
LPP-AS2	4
LPP	86
FLJ42393	7
ENSG00000288794	0
LPP-AS1	2
MIR28	1
TPRG1-AS1	1
TPRG1	17
ENSG00000236182	0
TPRG1-AS2	1
TP63	10
ENSG00000227971	0
MIR944	0
P3H2	8
MTAPP2	1
P3H2-AS1	2
RNU6-1109P	0
NMNAT1P3	0
CLDN1	2
CLDN16	0
TMEM207	1
IL1RAP	9
GCNT1P3	0
RN7SKP296	1
ENSG00000273370	0
LINC02013	0
CCT6P4	3
ENSG00000214147	0
GMNC	2
OSTN	1
OSTN-AS1	3
UTS2B	3
CCDC50	28
ENSG00000223812	3
PYDC2	0
ENSG00000237653	0
ENSG00000232353	2
ENSG00000287178	1
RN7SKP222	0
FGF12	11
FGF12-AS1	0
FGF12-AS2	2
FGF12-AS3	0
ENSG00000238902	0
ENSG00000289165	2
RNU1-20P	14
MB21D2	3
ENSG00000232130	1
VEZF1P1	2
PLAAT1	15
ATP13A5	5
ATP13A5-AS1	1
ATP13A4	6
ATP13A4-AS1	1
EEF1A1P23	0
OPA1	196
OPA1-AS1	0
RN7SL447P	0
ENSG00000223986	1
ENSG00000286624	0
ENSG00000287206	0
LINC02038	0
LINC02026	2
ENSG00000238043	1
DPPA2P3	2
LINC02028	9
ENSG00000276407	4
ENSG00000229964	0
LINC02924	0
ENSG00000289385	0
HES1	6
RN7SL215P	2
LINC02036	3
LINC02037	3
LINC02048	2
LINC00887	6
ENSG00000286317	0
CPN2	3
LRRC15	6
GP5	8
ATP13A3	37
ENSG00000271483	0
ATP13A3-DT	7
ENSG00000244675	0
RNU6-1101P	0
RPL23AP93	1
TMEM44-AS1	3
ENSG00000288979	2
TMEM44	4
TMEM44-AS2	3
ENSG00000272707	0
LSG1	10
FAM43A	1
ENSG00000233987	4
ENSG00000287073	1
LINC01968	7
ENSG00000234805	0
LINC01972	0
ENSG00000238031	0
XXYLT1	14
XXYLT1-AS1	0
MIR3137	0
RN7SL36P	0
XXYLT1-AS2	2
RNU6-25P	0
ENSG00000287005	2
ACAP2	87
ACAP2-IT1	1
ENSG00000227433	1
PPP1R2	27
RNU6ATAC24P	0
ENSG00000223711	3
RN7SL73P	0
ENSG00000236844	1
ENSG00000236425	1
APOD	4
MUC20P1	2
ENSG00000282206	0
ENSG00000271662	1
ENSG00000229178	1
MUC20-OT1	34
SDHAP2	0
MIR570	0
SMBD1P	0
MUC20	9
MUC4	45
LINC01983	2
KIF3AP1	1
TNK2	67
MIR6829	0
ENSG00000286004	1
TNK2-AS1	5
ENSG00000260261	2
RNU2-11P	0
ENSG00000231443	1
SDHAP1	8
ENSG00000286168	1
ENSG00000231464	0
TFRC	161
ENSG00000228413	0
RNU7-18P	0
ENSG00000289219	0
LINC00885	0
ZDHHC19	3
SLC51A	3
PCYT1A	25
ENSG00000272741	0
ENSG00000228028	1
DYNLT2B	2
ENSG00000237418	0
TM4SF19-DYNLT2B	0
TM4SF19-AS1	1
TM4SF19	0
RNU6-910P	0
UBXN7	391
RNU6-1279P	1
RN7SL434P	0
RN7SL738P	0
ENSG00000226345	0
UBXN7-AS1	4
ENSG00000225240	0
RNF168	97
ENSG00000273013	0
SMCO1	0
ENSG00000213358	0
RPS29P3	0
WDR53	2
FBXO45	6
ENSG00000286661	4
LINC01063	2
ENSG00000288990	6
NRROS	6
PIGX	7
CEP19	2
RNU6-646P	3
PAK2	82
RNU4-89P	0
RNU6-42P	2
ENSG00000289446	1
SENP5	18
ENSG00000230732	0
NCBP2	10
NCBP2-AS1	0
NCBP2AS2	5
PIGZ	4
ENSG00000286017	0
MELTF	7
RPSAP69	0
MELTF-AS1	1
DLG1	67
ENSG00000289396	0
MIR4797	0
DLG1-AS1	1
ENSG00000286870	1
ENSG00000235126	0
ENSG00000229912	1
ENSG00000237167	0
LINC02012	1
BDH1	13
SDHAP4	4
ENSG00000213519	0
ENSG00000249626	0
ENSG00000273308	1
ENSG00000286909	2
ENSG00000236833	1
ENSG00000287286	0
RUBCN	12
MIR922	0
FYTTD1	54
ENSG00000273375	1
LRCH3	65
ENSG00000234136	0
ENSG00000234742	1
IQCG	13
RNU6-858P	2
RPL35A	113
LMLN	6
RNU6-621P	0
ENSG00000286755	4
LMLN-AS1	0
ANKRD18DP	5
RNU6-821P	0
FRG2FP	3
TUBB8P8	1
ENSG00000236246	1
FAM157A	3
RNU6-860P	0
CICP6	0
SEPTIN14P3	0
BNIP3P41	0
ZNF595	6
ENSG00000289361	1
ENSG00000250238	1
ZNF718	4
ENSG00000275426	0
ENSG00000250892	0
ZNF876P	7
ENSG00000251188	0
ENSG00000251689	2
ZNF732	2
ENSG00000286705	0
ENSG00000251535	0
ZNF141	13
ENSG00000248564	1
ENSG00000250321	1
MIR571	0
ENSG00000281016	0
ZNF519P4	0
ENSG00000272885	0
ABCA11P	1
ZNF721	13
PIGG	12
TMEM271	19
ENSG00000283183	2
PDE6B	5
PDE6B-AS1	0
ENSG00000272927	0
ATP5ME	15
MYL5	1
SLC49A3	7
PCGF3	9
ENSG00000248416	0
ENSG00000272588	0
ENSG00000249592	5
ENSG00000233799	0
CPLX1	5
ENSG00000260262	0
ENSG00000286205	4
GAK	17
TMEM175	1
DGKQ	2
SLC26A1	3
IDUA	1
FGFRL1	7
ENSG00000250259	0
RNF212	9
ENSG00000251639	0
ENSG00000251652	1
TMED11P	2
ENSG00000212458	0
ENSG00000227189	1
SPON2	8
ENSG00000273179	1
CTBP1-AS	0
CTBP1	19
CTBP1-DT	5
MAEA	22
UVSSA	13
ENSG00000254094	0
ENSG00000253399	0
NKX1-1	0
ENSG00000272783	1
ENSG00000244459	15
FAM53A	13
SLBP	63
TACC3	108
TMEM129	28
FGFR3	58
LETM1	106
NSD2	118
SCARNA22	0
NELFA	27
MIR943	0
C4orf48	3
NAT8L	8
POLN	5
HAUS3	14
ENSG00000249006	3
ENSG00000250623	1
COX6B1P5	1
MXD4	44
MIR4800	0
ZFYVE28	6
ENSG00000251148	3
RN7SL589P	0
ENSG00000249077	0
CFAP99	1
RNF4	19
ENSG00000248399	0
ENSG00000251229	0
FAM193A	46
ENSG00000248155	0
TNIP2	14
SH3BP2	19
ADD1	212
ENSG00000287099	1
MFSD10	5
NOP14-AS1	1
NOP14	30
GRK4	24
HTT	58
RNU6-204P	0
HTT-AS	0
ENSG00000278778	0
ENSG00000274693	0
MSANTD1	5
RGS12	13
ENSG00000248840	1
ENSG00000248843	0
HGFAC	0
ENSG00000286900	1
DOK7	2
LRPAP1	15
ENSG00000270090	1
LINC00955	2
ENSG00000250681	1
LINC02171	0
LINC02600	2
ADRA2C	4
OR7E163P	0
OR7E162P	1
ENSG00000249522	0
ENSG00000253917	0
EVA1CP2	0
ALG1L7P	0
FAM86EP	1
ENPP7P9	1
ENSG00000288589	0
ENSG00000284727	0
RPS3AP16	0
ENSG00000250940	1
ENSG00000248669	0
OR7E103P	0
UNC93B4	1
OR7E99P	1
OR7E43P	1
OTOP1	5
TMEM128	1
ENSG00000289032	0
LYAR	15
ZBTB49	4
ENSG00000248516	8
NSG1	3
STX18	19
STX18-IT1	2
RPS7P15	1
STX18-AS1	29
ENSG00000280310	1
LINC01396	1
MSX1	1
LDHAP1	0
RN7SKP113	2
CYTL1	1
STK32B	5
RN7SKP275	0
LINC01587	0
EVC2	10
EVC	10
CRMP1	5
ENSG00000289414	7
C4orf50	9
MIR378D1	0
JAKMIP1	1
ENSG00000284684	0
ENSG00000287786	0
JAKMIP1-DT	2
ENSG00000251408	4
ENSG00000288588	4
WFS1	4
ENSG00000286176	2
PPP2R2C	10
MAN2B2	5
MRFAP1	146
LINC02482	5
ENSG00000284847	0
ENSG00000170846	7
LINC02481	0
ENSG00000279859	0
S100P	4
ENSG00000282742	2
MRFAP1L1	42
BLOC1S4	0
ENSG00000287331	0
KIAA0232	28
TBC1D14	41
ENSG00000287104	2
ENSG00000187904	1
RN7SKP292	0
ENSG00000245748	3
CCDC96	5
TADA2B	17
GRPEL1	12
LINC02447	2
RN7SKP36	0
SORCS2	3
MIR4798	0
PSAPL1	2
MIR4274	0
AFAP1-AS1	2
AFAP1	20
ENSG00000287164	1
ENSG00000228919	0
ABLIM2	8
MIR95	0
ENSG00000273267	3
ENSG00000251460	0
GMPSP1	1
SH3TC1	7
HTRA3	1
LINC02517	3
ENSG00000251615	9
ACOX3	1
RNA5SP152	3
TRMT44	8
ENSG00000251186	1
ENSG00000205959	5
GPR78	6
CPZ	1
ENSG00000250915	0
HMX1	7
ENSG00000258507	0
OR7E85BP	2
UNC93B8	0
OR7E111FP	2
ENSG00000249347	1
ENSG00000284636	1
ENSG00000271057	0
ENSG00000251313	0
ENSG00000288075	6
SNRPCP16	0
ENSG00000287972	0
ENPP7P10	2
FAM86KP	0
ALG1L14P	0
FAM90A26	0
USP17L10	1
USP17L11	0
USP17L12	0
USP17L13	0
USP17L14P	0
USP17L15	0
USP17L16P	0
USP17L17	0
USP17L18	0
USP17L19	0
USP17L20	0
USP17L21	0
USP17L22	0
USP17L23	0
USP17L24	0
USP17L25	0
USP17L26	0
USP17L5	0
USP17L27	0
USP17L28	0
USP17L29	0
USP17L9P	0
USP17L30	0
USP17L6P	0
ENSG00000219492	0
DEFB108F	0
RNA5SP153	0
DEFB130D	0
DEFB131A	0
OR7E86P	1
OR7E84P	0
OR7E85P	0
UNC93B7	0
OR7E83P	0
ENSG00000249443	0
ENSG00000284648	0
ENSG00000242034	0
MIR548I2	0
RPS3AP19	1
ENSG00000287117	4
SNRPCP13	0
ENPP7P11	1
FAM86MP	3
ALG1L3P	0
EVA1CP1	1
OR7E35P	1
SLC2A9	8
DRD5	0
RNA5SP154	0
ENSG00000249219	0
SLC2A9-AS1	0
ENSG00000261490	4
WDR1	246
MIR3138	1
RNA5SP155	1
ENSG00000250393	0
ENSG00000251296	0
ENSG00000248777	0
ENSG00000271544	1
RAF1P1	0
ENSG00000250573	0
ENSG00000250074	0
ENSG00000250505	0
ENSG00000251278	1
ENSG00000251338	2
ENSG00000250613	0
ZNF518B	16
ENSG00000287154	0
ENSG00000248419	0
